dam,idcth,idcth_liq,idctqh,idctqh_liq,idc3h,idc3h_vol,idc3qh,idc3qh_vol,ida1,ida1_vol,ida2,ida2_vol,ida3,ida3_vol,temp_1,irradiation_1,net_load,net_load_prog,temp_2,irradiation_2,ts_start,ts_end
20.21,27.867056,210.45,69.041694,135.15,31.620536,227.75,69.516833,114.225,54.97,11.0,65.41,2.9,,,613.0281,24.6,4139.01,5148.25,613.0281,24.6,2025-06-11 10:00:00,2025-06-11 10:15:00
60.51,76.782756,161.75,28.125696,244.225,81.005435,194.475,45.175402,184.4,17.0,13.8,26.0,8.125,,,674.5602,24.35,4119.47,5139.01,674.5602,24.35,2025-06-11 09:45:00,2025-06-11 10:00:00
60.51,76.782756,161.75,54.300166,200.2,81.005435,194.475,60.263696,203.05,45.04,10.7,41.69,4.375,,,674.4485,24.05,4165.72,5124.06,674.4485,24.05,2025-06-11 09:30:00,2025-06-11 09:45:00
60.51,76.782756,161.75,87.652888,109.475,81.005435,194.475,90.977576,95.0,71.9,10.725,68.45,6.925,,,631.69525,23.75,4061.28,5107.15,631.69525,23.75,2025-06-11 09:15:00,2025-06-11 09:30:00
60.51,76.782756,161.75,107.700667,166.725,81.005435,194.475,120.610876,87.875,83.5,9.75,91.94,10.625,,,570.881,23.55,4023.59,5088.29,570.881,23.55,2025-06-11 09:00:00,2025-06-11 09:15:00
83.12,98.70258,79.275,55.583686,238.0,118.099662,61.4,98.781823,154.95,36.04,10.225,51.65,3.875,,,509.04437,23.45,3990.69,5066.49,509.04437,23.45,2025-06-11 08:45:00,2025-06-11 09:00:00
83.12,98.70258,79.275,94.048309,145.35,118.099662,61.4,112.899671,119.35,69.75,11.025,75.09,3.375,,,456.65265,23.4,4018.98,5037.86,456.65265,23.4,2025-06-11 08:30:00,2025-06-11 08:45:00
83.12,98.70258,79.275,153.727654,192.45,118.099662,61.4,224.333501,84.675,86.21,9.225,86.49,8.275,,,407.34985,23.35,3986.19,5001.43,407.34985,23.35,2025-06-11 08:15:00,2025-06-11 08:30:00
83.12,98.70258,79.275,156.296134,239.875,118.099662,61.4,220.476574,49.475,109.27,9.75,110.97,9.65,,,358.29785,23.25,4020.12,4957.19,358.29785,23.25,2025-06-11 08:00:00,2025-06-11 08:15:00
106.61,123.944942,74.2,73.835875,214.425,145.302122,47.475,142.022444,64.85,61.25,10.05,74.92,5.55,,,309.68686,23.05,4049.5,4908.16,309.68686,23.05,2025-06-11 07:45:00,2025-06-11 08:00:00
106.61,123.944942,74.2,116.272501,109.65,145.302122,47.475,159.152784,55.3,81.0,9.525,92.17,2.875,,,261.30072,22.8,4079.65,4866.4,261.30072,22.8,2025-06-11 07:30:00,2025-06-11 07:45:00
106.61,123.944942,74.2,165.269814,80.55,145.302122,47.475,182.878335,38.45,130.44,12.525,105.56,12.225,,,214.11127,22.55,4151.07,4834.92,214.11127,22.55,2025-06-11 07:15:00,2025-06-11 07:30:00
106.61,123.944942,74.2,183.226381,173.2,145.302122,47.475,187.852123,51.325,148.77,12.5,121.03,12.925,,,169.96849,22.3,4214.24,4813.73,169.96849,22.3,2025-06-11 07:00:00,2025-06-11 07:15:00
108.99,122.173663,71.25,105.142899,140.025,129.30533,28.375,131.814311,58.275,101.04,13.3,121.23,2.95,,,128.306,22.0,4225.44,4802.18,128.306,22.0,2025-06-11 06:45:00,2025-06-11 07:00:00
108.99,122.173663,71.25,116.433381,91.3,129.30533,28.375,138.088096,39.4,98.13,8.7,119.18,5.375,,,90.318245,21.75,4304.74,4797.71,90.318245,21.75,2025-06-11 06:30:00,2025-06-11 06:45:00
108.99,122.173663,71.25,148.81527,85.85,129.30533,28.375,140.405232,37.175,110.0,8.85,115.26,5.875,,,75.69275,21.45,4333.31,4799.68,75.69275,21.45,2025-06-11 06:15:00,2025-06-11 06:30:00
108.99,122.173663,71.25,135.094751,141.575,129.30533,28.375,121.62208,38.45,94.09,7.525,111.93,2.875,,,60.96576,21.3,4374.61,4808.09,60.96576,21.3,2025-06-11 06:00:00,2025-06-11 06:15:00
85.47,112.043126,29.95,122.156831,60.2,122.728591,10.825,127.27513,33.525,85.04,8.8,102.4,5.7,,,45.702282,21.2,4418.12,4818.58,45.702282,21.2,2025-06-11 05:45:00,2025-06-11 06:00:00
85.47,112.043126,29.95,127.607345,34.1,122.728591,10.825,161.506417,20.725,74.66,8.975,102.4,3.55,,,30.759333,21.25,4472.81,4813.71,30.759333,21.25,2025-06-11 05:30:00,2025-06-11 05:45:00
85.47,112.043126,29.95,149.699582,35.75,122.728591,10.825,178.731691,18.175,60.04,7.5,102.66,3.675,,,15.626194,21.3,4538.27,4789.12,15.626194,21.3,2025-06-11 05:15:00,2025-06-11 05:30:00
85.47,112.043126,29.95,118.389403,34.05,122.728591,10.825,162.716344,11.625,71.01,2.5,102.4,4.425,,,0.9276608,21.35,4544.92,4744.8,0.9276608,21.35,2025-06-11 05:00:00,2025-06-11 05:15:00
73.3,97.126019,40.225,114.904465,32.8,108.992418,8.475,104.420551,22.675,84.5,11.525,86.15,3.75,,,0.0,21.45,4523.2,4680.39,0.0,21.45,2025-06-11 04:45:00,2025-06-11 05:00:00
73.3,97.126019,40.225,105.963582,18.6,108.992418,8.475,112.87271,16.325,83.32,11.0,82.9,1.75,,,0.0,21.6,4504.06,4594.42,0.0,21.6,2025-06-11 04:30:00,2025-06-11 04:45:00
73.3,97.126019,40.225,88.334329,10.45,108.992418,8.475,89.566238,10.7,70.2,1.975,70.61,2.65,,,0.0,21.7,4461.76,4486.53,0.0,21.7,2025-06-11 04:15:00,2025-06-11 04:30:00
73.3,97.126019,40.225,100.398558,13.125,108.992418,8.475,99.863027,11.725,69.09,9.4,67.92,2.25,,,0.0,21.8,4351.24,4356.7,0.0,21.8,2025-06-11 04:00:00,2025-06-11 04:15:00
72.45,88.202576,45.1,88.900102,15.475,90.41126,39.875,93.615696,14.0,74.88,9.75,77.92,1.375,,,0.0,21.75,4168.98,4214.32,0.0,21.75,2025-06-11 03:45:00,2025-06-11 04:00:00
72.45,88.202576,45.1,93.341477,11.6,90.41126,39.875,96.45646,11.725,71.97,9.75,75.97,2.325,,,0.0,21.7,4113.35,4096.85,0.0,21.7,2025-06-11 03:30:00,2025-06-11 03:45:00
72.45,88.202576,45.1,89.98575,9.55,90.41126,39.875,91.050073,10.225,69.91,9.15,77.98,3.725,,,0.0,21.6,4060.63,4013.66,0.0,21.6,2025-06-11 03:15:00,2025-06-11 03:30:00
72.45,88.202576,45.1,94.829344,10.275,90.41126,39.875,97.489473,11.4,75.23,9.05,83.08,2.25,,,0.0,21.6,4031.77,3964.75,0.0,21.6,2025-06-11 03:00:00,2025-06-11 03:15:00
69.33,85.902155,53.95,112.960554,17.775,100.68743,55.45,114.02516,29.6,71.43,10.25,94.27,7.3,,,0.0,21.7,3986.42,3944.01,0.0,21.7,2025-06-11 02:45:00,2025-06-11 03:00:00
69.33,85.902155,53.95,105.009107,8.7,100.68743,55.45,106.646297,11.275,71.55,2.625,92.09,8.2,,,0.0,21.85,3968.24,3926.98,0.0,21.85,2025-06-11 02:30:00,2025-06-11 02:45:00
69.33,85.902155,53.95,99.620704,16.075,100.68743,55.45,101.102472,15.975,73.38,9.4,97.01,7.65,,,0.0,22.05,3958.64,3907.53,0.0,22.05,2025-06-11 02:15:00,2025-06-11 02:30:00
69.33,85.902155,53.95,110.764812,14.25,100.68743,55.45,111.898792,16.35,87.64,8.65,104.16,6.35,,,0.0,22.2,3944.62,3885.68,0.0,22.2,2025-06-11 02:00:00,2025-06-11 02:15:00
75.7,105.603034,56.7,94.709207,34.1,107.771249,69.625,94.724915,35.6,71.08,12.1,102.72,9.1,,,0.0,22.3,3913.13,3863.01,0.0,22.3,2025-06-11 01:45:00,2025-06-11 02:00:00
75.7,105.603034,56.7,95.33329,14.75,107.771249,69.625,95.366946,15.475,70.2,8.825,108.74,8.65,,,0.0,22.35,3904.26,3845.92,0.0,22.35,2025-06-11 01:30:00,2025-06-11 01:45:00
75.7,105.603034,56.7,155.198456,17.925,107.771249,69.625,155.198456,21.7,106.0,16.775,121.75,7.225,,,0.0,22.4,3890.28,3836.02,0.0,22.4,2025-06-11 01:15:00,2025-06-11 01:30:00
75.7,105.603034,56.7,193.618089,42.725,107.771249,69.625,193.618089,46.725,108.71,15.625,128.19,6.8,,,0.0,22.5,3900.17,3833.3,0.0,22.5,2025-06-11 01:00:00,2025-06-11 01:15:00
81.82,85.248673,33.1,92.179601,47.225,85.250396,35.95,92.179601,50.15,85.52,8.975,111.61,9.0,,,0.0,22.6,3892.65,3838.3,0.0,22.6,2025-06-11 00:45:00,2025-06-11 01:00:00
81.82,85.248673,33.1,107.750881,26.425,85.250396,35.95,107.722594,31.125,84.0,9.875,116.04,9.0,,,0.0,22.75,3894.76,3853.2,0.0,22.75,2025-06-11 00:30:00,2025-06-11 00:45:00
81.82,85.248673,33.1,138.007473,31.825,85.250396,35.95,138.122183,37.1,98.89,15.0,128.18,9.05,,,0.0,22.85,3901.75,3878.54,0.0,22.85,2025-06-11 00:15:00,2025-06-11 00:30:00
81.82,85.248673,33.1,175.322494,53.85,85.250396,35.95,175.668779,54.675,115.6,15.0,127.6,6.825,,,0.0,23.0,3927.96,3914.31,0.0,23.0,2025-06-11 00:00:00,2025-06-11 00:15:00
93.48,142.204574,118.25,80.45094,31.0,152.701461,49.95,80.352199,13.3,63.2,1.275,63.98,6.225,85.11,5.9,0.0,23.1,3978.48,3960.49,0.0,23.1,2025-06-10 23:45:00,2025-06-11 00:00:00
93.48,142.204574,118.25,149.22372,9.2,152.701461,49.95,140.140196,5.1,81.5,1.4,73.01,4.75,95.41,2.85,0.0,23.25,4055.2,4016.95,0.0,23.25,2025-06-10 23:30:00,2025-06-10 23:45:00
93.48,142.204574,118.25,170.871869,14.725,152.701461,49.95,207.903534,11.6,102.01,1.9,120.55,6.375,95.72,2.5,0.0,23.35,4114.28,4083.64,0.0,23.35,2025-06-10 23:15:00,2025-06-10 23:30:00
93.48,142.204574,118.25,172.168643,26.825,152.701461,49.95,282.6103,5.825,130.01,2.2,140.34,6.475,106.22,12.5,0.0,23.5,4203.11,4160.59,0.0,23.5,2025-06-10 23:00:00,2025-06-10 23:15:00
101.8,149.681355,100.725,117.705484,24.525,,,258.168858,7.225,66.11,2.5,76.73,2.9,96.42,1.275,0.0,23.65,4264.48,4245.64,0.0,23.65,2025-06-10 22:45:00,2025-06-10 23:00:00
101.8,149.681355,100.725,113.703586,8.225,,,1.8,0.175,80.6,2.25,80.59,3.55,98.46,0.825,0.0,23.8,4372.21,4330.25,0.0,23.8,2025-06-10 22:30:00,2025-06-10 22:45:00
101.8,149.681355,100.725,132.621928,25.85,,,1.8,0.2,116.01,2.075,120.0,9.4,98.09,20.4,0.0,24.0,4431.11,4412.3,0.0,24.0,2025-06-10 22:15:00,2025-06-10 22:30:00
101.8,149.681355,100.725,174.630604,34.175,,,1.8,0.275,142.0,3.075,128.01,9.25,110.85,20.4,0.0,24.15,4520.39,4491.77,0.0,24.15,2025-06-10 22:00:00,2025-06-10 22:15:00
137.32,173.669659,113.875,125.469174,42.375,277.305303,21.825,240.0,2.5,88.01,3.675,143.85,15.4,105.15,0.575,0.0,24.25,4681.92,4575.52,0.0,24.25,2025-06-10 21:45:00,2025-06-10 22:00:00
137.32,173.669659,113.875,184.559068,26.025,277.305303,21.825,283.440932,9.65,120.0,3.0,157.52,9.55,126.48,0.15,0.0,24.4,4750.78,4646.46,0.0,24.4,2025-06-10 21:30:00,2025-06-10 21:45:00
137.32,173.669659,113.875,218.859587,26.05,277.305303,21.825,298.6035,9.5,162.89,2.5,162.62,5.6,155.38,0.0,0.0,24.5,4806.47,4699.36,0.0,24.5,2025-06-10 21:15:00,2025-06-10 21:30:00
137.32,173.669659,113.875,246.491144,26.0,277.305303,21.825,294.557817,7.675,179.64,2.5,171.62,7.2,181.15,0.05,0.0,24.65,4856.77,4734.23,0.0,24.65,2025-06-10 21:00:00,2025-06-10 21:15:00
223.23,276.630243,154.175,374.645932,14.975,364.998114,42.025,522.454457,6.45,257.89,1.875,269.53,3.75,238.2,0.375,0.0,24.85,4876.26,4758.49,0.0,24.85,2025-06-10 20:45:00,2025-06-10 21:00:00
223.23,276.630243,154.175,293.154298,15.475,364.998114,42.025,330.958842,3.025,253.6,1.875,294.04,4.2,238.8,0.375,9.543907,25.1,4915.46,4801.82,9.543907,25.1,2025-06-10 20:30:00,2025-06-10 20:45:00
223.23,276.630243,154.175,228.60019,20.675,364.998114,42.025,338.01,0.05,194.25,2.725,233.55,5.075,218.99,0.9,23.563477,25.35,4972.12,4871.66,23.563477,25.35,2025-06-10 20:15:00,2025-06-10 20:30:00
223.23,276.630243,154.175,238.439966,28.2,364.998114,42.025,273.243785,8.85,180.0,2.75,231.23,7.875,225.56,7.075,40.289856,25.55,5025.69,4967.99,40.289856,25.55,2025-06-10 20:00:00,2025-06-10 20:15:00
195.55,232.94714,147.1,344.478415,56.725,275.044962,50.275,435.797817,15.925,271.54,3.05,349.94,3.05,358.41,1.25,57.376675,25.7,5103.55,5080.69,57.376675,25.7,2025-06-10 19:45:00,2025-06-10 20:00:00
195.55,232.94714,147.1,295.786608,46.9,275.044962,50.275,362.012948,19.925,217.58,3.375,292.66,4.75,292.14,1.25,72.61378,25.85,5179.29,5169.2,72.61378,25.85,2025-06-10 19:30:00,2025-06-10 19:45:00
195.55,232.94714,147.1,207.532205,44.625,275.044962,50.275,236.869721,33.175,122.31,3.4,190.48,12.075,193.05,7.725,86.53303,25.95,5259.4,5223.39,86.53303,25.95,2025-06-10 19:15:00,2025-06-10 19:30:00
195.55,232.94714,147.1,171.155822,105.025,275.044962,50.275,196.003162,66.175,129.22,5.0,186.81,15.775,169.07,10.675,119.05919,26.05,5300.89,5243.27,119.05919,26.05,2025-06-10 19:00:00,2025-06-10 19:15:00
135.47,180.748384,188.475,297.533364,129.075,217.802687,92.45,405.434117,49.425,212.31,3.0,175.01,20.025,221.65,0.825,160.34192,26.15,5293.93,5234.65,160.34192,26.15,2025-06-10 18:45:00,2025-06-10 19:00:00
135.47,180.748384,188.475,221.541688,111.875,217.802687,92.45,248.106071,51.225,170.06,3.925,175.0,12.05,187.5,1.25,205.72852,26.25,5331.17,5220.86,205.72852,26.25,2025-06-10 18:30:00,2025-06-10 18:45:00
135.47,180.748384,188.475,157.546584,96.4,217.802687,92.45,180.991432,67.35,84.05,3.875,135.92,18.75,137.89,1.65,252.64307,26.35,5326.96,5207.73,252.64307,26.35,2025-06-10 18:15:00,2025-06-10 18:30:00
135.47,180.748384,188.475,92.441945,257.225,217.802687,92.45,109.84325,95.15,56.1,3.35,136.24,23.825,123.26,10.225,301.43167,26.4,5310.97,5195.27,301.43167,26.4,2025-06-10 18:00:00,2025-06-10 18:15:00
105.27,136.554706,151.2,231.796052,216.5,141.536789,101.925,279.086221,129.8,198.81,5.975,126.12,40.25,180.86,0.525,351.08768,26.45,5309.04,5181.15,351.08768,26.45,2025-06-10 17:45:00,2025-06-10 18:00:00
105.27,136.554706,151.2,167.538099,141.225,141.536789,101.925,191.206807,74.15,128.86,10.4,123.9,7.25,140.0,0.65,402.08835,26.45,5263.69,5156.11,402.08835,26.45,2025-06-10 17:30:00,2025-06-10 17:45:00
105.27,136.554706,151.2,120.855657,169.65,141.536789,101.925,131.39918,145.5,78.0,12.5,108.9,8.825,110.87,1.25,452.07306,26.45,5231.32,5117.83,452.07306,26.45,2025-06-10 17:15:00,2025-06-10 17:30:00
105.27,136.554706,151.2,58.299938,221.25,141.536789,101.925,46.280335,82.05,11.26,8.925,102.9,20.825,75.0,4.15,502.77313,26.45,5201.92,5066.32,502.77313,26.45,2025-06-10 17:00:00,2025-06-10 17:15:00
74.64,81.066969,155.625,151.119803,218.425,70.511411,55.075,156.109674,86.9,113.33,7.5,104.67,11.75,131.67,9.075,553.53326,26.4,5158.2,5006.1,553.53326,26.4,2025-06-10 16:45:00,2025-06-10 17:00:00
74.64,81.066969,155.625,121.976967,122.775,70.511411,55.075,114.067605,101.175,100.78,10.675,101.3,10.0,106.98,1.325,603.5853,26.35,5056.05,4955.32,603.5853,26.35,2025-06-10 16:30:00,2025-06-10 16:45:00
74.64,81.066969,155.625,50.904356,126.925,70.511411,55.075,41.225211,121.8,78.85,14.575,91.8,30.025,66.6,1.25,652.732,26.3,4946.22,4918.51,652.732,26.3,2025-06-10 16:15:00,2025-06-10 16:30:00
74.64,81.066969,155.625,1.600939,170.225,70.511411,55.075,-5.092707,112.2,21.18,9.7,68.75,38.8,23.18,1.625,700.1629,26.25,4825.52,4895.66,700.1629,26.25,2025-06-10 16:00:00,2025-06-10 16:15:00
54.93,31.626837,268.025,82.434549,161.15,30.743465,108.925,86.640452,113.325,90.23,12.725,62.74,111.625,91.61,47.875,746.2385,26.2,4724.56,4884.34,746.2385,26.2,2025-06-10 15:45:00,2025-06-10 16:00:00
54.93,31.626837,268.025,39.935874,148.75,30.743465,108.925,47.58598,116.0,64.11,10.6,7.55,114.175,72.81,9.15,791.13617,26.1,4616.78,4874.86,791.13617,26.1,2025-06-10 15:30:00,2025-06-10 15:45:00
54.93,31.626837,268.025,7.739191,117.55,30.743465,108.925,6.5151,91.175,30.0,10.8,4.03,98.075,31.34,1.95,833.57434,26.05,4507.09,4864.78,833.57434,26.05,2025-06-10 15:15:00,2025-06-10 15:30:00
54.93,31.626837,268.025,2.652649,171.025,30.743465,108.925,0.034915,110.425,26.35,10.45,-0.7,98.0,30.92,5.975,873.25464,25.95,4451.88,4854.1,873.25464,25.95,2025-06-10 15:00:00,2025-06-10 15:15:00
21.12,1.81907,296.75,15.344209,102.675,0.106534,206.225,4.109306,62.7,39.89,2.775,-3.49,77.075,21.8,3.325,909.2688,25.85,4365.88,4842.91,909.2688,25.85,2025-06-10 14:45:00,2025-06-10 15:00:00
21.12,1.81907,296.75,1.658671,78.55,0.106534,206.225,2.84191,52.6,36.63,11.075,0.84,68.375,-1.77,1.0,942.3809,25.8,4239.41,4831.54,942.3809,25.8,2025-06-10 14:30:00,2025-06-10 14:45:00
21.12,1.81907,296.75,0.608696,72.825,0.106534,206.225,1.62109,63.3,23.83,12.35,-0.24,61.15,-1.72,1.1,972.19324,25.7,4113.48,4820.08,972.19324,25.7,2025-06-10 14:15:00,2025-06-10 14:30:00
21.12,1.81907,296.75,-2.07648,77.65,0.106534,206.225,-5.327606,39.275,21.1,15.075,0.3,61.0,-1.9,1.175,997.48663,25.6,4029.31,4808.53,997.48663,25.6,2025-06-10 14:00:00,2025-06-10 14:15:00
0.01,-0.651158,174.25,-6.359869,50.825,2.626258,138.9,-4.186193,37.9,-2.88,2.55,-11.45,8.5,-4.94,0.975,1018.6003,25.45,3960.61,4796.59,1018.6003,25.45,2025-06-10 13:45:00,2025-06-10 14:00:00
0.01,-0.651158,174.25,-4.653519,35.075,2.626258,138.9,-4.72831,41.125,-0.97,2.5,-3.74,7.575,3.52,0.975,1034.722,25.25,3934.53,4783.1,1034.722,25.25,2025-06-10 13:30:00,2025-06-10 13:45:00
0.01,-0.651158,174.25,-0.695278,24.975,2.626258,138.9,0.702484,24.85,-7.08,1.975,-0.11,7.875,6.0,1.25,1045.1904,25.05,3803.53,4767.76,1045.1904,25.05,2025-06-10 13:15:00,2025-06-10 13:30:00
0.01,-0.651158,174.25,5.837548,37.275,2.626258,138.9,8.802588,36.8,-10.71,2.55,2.11,10.4,8.62,3.8,1051.4879,24.8,3780.85,4750.57,1051.4879,24.8,2025-06-10 13:00:00,2025-06-10 13:15:00
0.08,-2.31479,146.7,-14.649697,58.625,1.527748,127.575,-11.344581,48.4,-23.01,3.475,-13.17,5.475,-14.7,1.875,1050.2667,24.55,3716.62,4732.14,1050.2667,24.55,2025-06-10 12:45:00,2025-06-10 13:00:00
0.08,-2.31479,146.7,-5.948211,41.025,1.527748,127.575,-3.76754,44.625,-8.09,5.4,-11.77,3.325,-1.58,0.725,1043.1221,24.25,3681.48,4714.85,1043.1221,24.25,2025-06-10 12:30:00,2025-06-10 12:45:00
0.08,-2.31479,146.7,-3.151077,37.725,1.527748,127.575,-1.35267,31.075,-10.33,3.275,-7.55,8.1,-4.99,1.8,1027.3181,23.95,3593.17,4699.31,1027.3181,23.95,2025-06-10 12:15:00,2025-06-10 12:30:00
0.08,-2.31479,146.7,10.227,47.6,1.527748,127.575,14.627215,41.575,5.0,4.75,0.0,10.3,6.01,1.625,1005.86914,23.65,3553.64,4685.51,1005.86914,23.65,2025-06-10 12:00:00,2025-06-10 12:15:00
0.79,0.043398,295.9,-22.170661,60.725,1.57873,357.05,-18.222977,57.775,-33.58,3.0,-21.1,5.2,,,981.6194,23.35,3539.02,4676.56,981.6194,23.35,2025-06-10 11:45:00,2025-06-10 12:00:00
0.79,0.043398,295.9,-6.345968,62.25,1.57873,357.05,-3.402529,72.35,-17.68,4.25,-16.38,3.825,,,959.6834,23.05,3567.28,4684.79,959.6834,23.05,2025-06-10 11:30:00,2025-06-10 11:45:00
0.79,0.043398,295.9,3.758452,64.725,1.57873,357.05,5.785565,53.725,3.66,4.6,-4.86,8.375,,,946.65106,22.75,3553.66,4713.3,946.65106,22.75,2025-06-10 11:15:00,2025-06-10 11:30:00
0.79,0.043398,295.9,25.067283,55.225,1.57873,357.05,30.319907,40.6,13.1,6.0,18.74,10.75,,,929.0981,22.45,3598.2,4762.1,929.0981,22.45,2025-06-10 11:00:00,2025-06-10 11:15:00
23.0,11.64447,208.1,-18.30424,72.15,9.549567,166.35,-14.845141,64.275,-34.02,6.725,-23.96,7.975,,,890.3476,22.1,3525.71,4823.86,890.3476,22.1,2025-06-10 10:45:00,2025-06-10 11:00:00
23.0,11.64447,208.1,-3.210503,66.55,9.549567,166.35,-2.995352,61.325,0.64,8.325,-5.64,8.125,,,818.64185,21.75,3554.84,4869.3,818.64185,21.75,2025-06-10 10:30:00,2025-06-10 10:45:00
23.0,11.64447,208.1,25.643983,99.125,9.549567,166.35,23.018281,73.45,41.32,3.725,27.22,5.5,,,714.828,21.35,3524.59,4891.11,714.828,21.35,2025-06-10 10:15:00,2025-06-10 10:30:00
23.0,11.64447,208.1,46.77117,137.65,9.549567,166.35,42.518855,85.225,59.61,10.0,51.21,8.375,,,602.24316,21.0,3575.84,4889.29,602.24316,21.0,2025-06-10 10:00:00,2025-06-10 10:15:00
65.21,41.146569,208.95,6.906911,148.825,33.813588,182.375,0.38822,74.325,-4.99,9.925,23.93,16.45,,,500.03384,20.6,3554.31,4868.36,500.03384,20.6,2025-06-10 09:45:00,2025-06-10 10:00:00
65.21,41.146569,208.95,33.861231,74.9,33.813588,182.375,20.687496,60.225,38.73,10.575,48.06,10.65,,,418.45074,20.2,3589.75,4846.45,418.45074,20.2,2025-06-10 09:30:00,2025-06-10 09:45:00
65.21,41.146569,208.95,59.931438,115.75,33.813588,182.375,55.665044,90.7,70.69,7.6,70.18,12.25,,,342.44995,19.8,3552.55,4828.1,342.44995,19.8,2025-06-10 09:15:00,2025-06-10 09:30:00
65.21,41.146569,208.95,78.53588,169.15,33.813588,182.375,70.918771,66.525,84.96,19.9,85.03,11.2,,,281.35742,19.4,3567.03,4813.29,281.35742,19.4,2025-06-10 09:00:00,2025-06-10 09:15:00
85.81,62.883067,77.5,37.841221,171.75,59.505738,84.6,37.17153,103.875,48.14,10.875,42.95,11.25,,,246.63849,19.0,3577.27,4799.5,246.63849,19.0,2025-06-10 08:45:00,2025-06-10 09:00:00
85.81,62.883067,77.5,57.513528,102.475,59.505738,84.6,55.45842,104.65,70.7,11.8,63.0,15.375,,,243.98267,18.6,3629.96,4776.64,243.98267,18.6,2025-06-10 08:30:00,2025-06-10 08:45:00
85.81,62.883067,77.5,82.620442,86.25,59.505738,84.6,83.823278,59.325,84.8,6.775,77.68,32.775,,,271.95905,18.25,3631.12,4742.17,271.95905,18.25,2025-06-10 08:15:00,2025-06-10 08:30:00
85.81,62.883067,77.5,102.150217,204.025,59.505738,84.6,114.092121,58.925,106.43,13.1,94.31,40.05,,,298.2298,17.9,3653.83,4696.1,298.2298,17.9,2025-06-10 08:00:00,2025-06-10 08:15:00
84.86,70.832188,78.05,54.904771,184.475,67.152767,54.2,56.622525,89.4,55.05,10.675,56.12,22.375,,,299.5578,17.65,3662.96,4642.93,299.5578,17.65,2025-06-10 07:45:00,2025-06-10 08:00:00
84.86,70.832188,78.05,69.698803,71.875,67.152767,54.2,76.200505,47.5,71.18,9.525,64.05,7.75,,,269.7458,17.4,3725.49,4600.67,269.7458,17.4,2025-06-10 07:30:00,2025-06-10 07:45:00
84.86,70.832188,78.05,81.792502,64.65,67.152767,54.2,88.489534,37.05,95.01,4.85,81.59,32.8,,,223.53429,17.2,3762.35,4573.83,223.53429,17.2,2025-06-10 07:15:00,2025-06-10 07:30:00
84.86,70.832188,78.05,125.45119,306.7,67.152767,54.2,83.987179,38.375,102.58,16.35,99.01,25.15,,,174.06735,16.95,3807.76,4562.39,174.06735,16.95,2025-06-10 07:00:00,2025-06-10 07:15:00
80.92,69.475174,74.45,64.699963,120.6,62.234835,33.5,62.837137,73.2,85.27,16.625,90.97,8.4,,,129.44765,16.65,3871.48,4563.14,129.44765,16.65,2025-06-10 06:45:00,2025-06-10 07:00:00
80.92,69.475174,74.45,67.184831,45.9,62.234835,33.5,62.393727,26.225,88.38,12.475,93.61,1.375,,,90.650566,16.3,3959.29,4563.17,90.650566,16.3,2025-06-10 06:30:00,2025-06-10 06:45:00
80.92,69.475174,74.45,81.287197,58.4,62.234835,33.5,63.545228,20.75,87.59,5.2,88.03,12.4,,,75.88419,16.0,4002.48,4559.23,75.88419,16.0,2025-06-10 06:15:00,2025-06-10 06:30:00
80.92,69.475174,74.45,78.203848,108.4,62.234835,33.5,63.494082,32.15,75.09,9.775,58.3,10.375,,,61.28621,15.75,4025.55,4551.34,61.28621,15.75,2025-06-10 06:00:00,2025-06-10 06:15:00
68.89,51.592513,66.7,80.726664,62.8,39.26512,46.675,54.284851,25.2,93.6,14.975,110.9,4.575,,,46.17214,15.55,4116.92,4538.19,46.17214,15.55,2025-06-10 05:45:00,2025-06-10 06:00:00
68.89,51.592513,66.7,65.730886,34.175,39.26512,46.675,34.772339,15.925,77.87,7.7,77.87,3.25,,,31.016048,15.4,4167.29,4514.58,31.016048,15.4,2025-06-10 05:30:00,2025-06-10 05:45:00
68.89,51.592513,66.7,40.038518,30.15,39.26512,46.675,30.676193,23.975,60.71,4.775,43.82,8.65,,,15.548655,15.35,4226.47,4479.22,15.548655,15.35,2025-06-10 05:15:00,2025-06-10 05:30:00
68.89,51.592513,66.7,45.71615,80.45,39.26512,46.675,31.826762,34.75,47.23,3.7,41.58,7.775,,,0.9276608,15.35,4242.82,4432.09,0.9276608,15.35,2025-06-10 05:00:00,2025-06-10 05:15:00
56.05,50.871818,62.35,57.888,39.35,45.826708,19.75,38.956816,23.95,64.89,4.025,73.38,5.0,,,0.0,15.5,4231.47,4369.78,0.0,15.5,2025-06-10 04:45:00,2025-06-10 05:00:00
56.05,50.871818,62.35,45.918749,29.475,45.826708,19.75,36.128252,21.175,52.07,2.9,54.76,6.0,,,0.0,15.75,4218.22,4278.56,0.0,15.75,2025-06-10 04:30:00,2025-06-10 04:45:00
56.05,50.871818,62.35,40.489052,22.35,45.826708,19.75,37.786493,27.95,49.07,2.75,49.07,5.65,,,0.0,16.0,4165.39,4155.0,0.0,16.0,2025-06-10 04:15:00,2025-06-10 04:30:00
56.05,50.871818,62.35,44.405516,18.9,45.826708,19.75,42.507454,22.2,47.51,2.5,51.67,4.75,,,0.0,16.2,4007.42,3999.1,0.0,16.2,2025-06-10 04:00:00,2025-06-10 04:15:00
