dam,idcth,idcth_liq,idctqh,idctqh_liq,idc3h,idc3h_vol,idc3qh,idc3qh_vol,ida1,ida1_vol,ida2,ida2_vol,ida3,ida3_vol,temp_1,irradiation_1,net_load,net_load_prog,temp_2,irradiation_2,ts_start,ts_end
61.71,52.683199,70.825,42.469059,19.6,51.003687,77.025,35.714525,15.025,49.79,3.575,49.47,5.35,,,0.0,16.3,3824.0,3821.32,0.0,16.3,2025-06-10 03:45:00,2025-06-10 04:00:00
61.71,52.683199,70.825,46.702062,12.125,51.003687,77.025,43.300688,10.525,50.7,2.975,54.01,5.925,,,0.0,16.4,3711.98,3663.48,0.0,16.4,2025-06-10 03:30:00,2025-06-10 03:45:00
61.71,52.683199,70.825,52.935748,7.2,51.003687,77.025,50.281619,5.25,54.0,2.825,55.71,4.0,,,0.0,16.45,3637.13,3536.03,0.0,16.45,2025-06-10 03:15:00,2025-06-10 03:30:00
61.71,52.683199,70.825,58.819334,11.675,51.003687,77.025,56.584943,11.125,60.35,2.45,68.8,2.875,,,0.0,16.5,3581.2,3438.97,0.0,16.5,2025-06-10 03:00:00,2025-06-10 03:15:00
70.98,59.567353,63.2,49.312451,19.8,55.4219,54.85,43.79122,9.625,62.76,2.3,51.43,12.75,,,0.0,16.55,3533.24,3369.3,0.0,16.55,2025-06-10 02:45:00,2025-06-10 03:00:00
70.98,59.567353,63.2,57.035817,17.7,55.4219,54.85,50.047815,8.125,70.42,1.85,61.74,12.5,,,0.0,16.65,3493.12,3315.05,0.0,16.65,2025-06-10 02:30:00,2025-06-10 02:45:00
70.98,59.567353,63.2,61.614367,7.975,55.4219,54.85,53.955238,4.2,64.66,2.825,58.51,9.1,,,0.0,16.7,3478.86,3273.23,0.0,16.7,2025-06-10 02:15:00,2025-06-10 02:30:00
70.98,59.567353,63.2,75.060988,13.025,55.4219,54.85,72.962928,11.95,66.9,3.225,71.94,9.25,,,0.0,16.8,3464.67,3243.82,0.0,16.8,2025-06-10 02:00:00,2025-06-10 02:15:00
81.58,71.557234,54.95,55.655532,19.075,67.092106,45.925,51.277702,7.725,63.14,2.5,56.47,6.125,,,0.0,16.9,3384.52,3225.07,0.0,16.9,2025-06-10 01:45:00,2025-06-10 02:00:00
81.58,71.557234,54.95,63.183015,6.125,67.092106,45.925,61.446039,5.05,68.37,2.55,63.35,5.35,,,0.0,17.0,3388.59,3209.85,0.0,17.0,2025-06-10 01:30:00,2025-06-10 01:45:00
81.58,71.557234,54.95,82.093085,30.425,67.092106,45.925,73.511098,30.05,103.27,3.25,74.55,30.175,,,0.0,17.1,3375.2,3196.41,0.0,17.1,2025-06-10 01:15:00,2025-06-10 01:30:00
81.58,71.557234,54.95,98.192424,35.7,67.092106,45.925,82.9623,26.95,105.0,0.75,102.59,13.5,,,0.0,17.2,3366.64,3184.74,0.0,17.2,2025-06-10 01:00:00,2025-06-10 01:15:00
89.72,86.035232,52.4,60.652966,36.1,83.690004,58.825,60.363116,14.6,63.79,2.3,60.65,6.85,,,0.0,17.3,3350.78,3176.63,0.0,17.3,2025-06-10 00:45:00,2025-06-10 01:00:00
89.72,86.035232,52.4,71.02662,9.675,83.690004,58.825,71.024658,14.275,72.76,1.75,67.7,6.95,,,0.0,17.4,3376.04,3179.26,0.0,17.4,2025-06-10 00:30:00,2025-06-10 00:45:00
89.72,86.035232,52.4,99.604534,38.0,83.690004,58.825,91.986634,38.325,105.66,1.225,85.28,14.75,,,0.0,17.5,3391.67,3194.43,0.0,17.5,2025-06-10 00:15:00,2025-06-10 00:30:00
89.72,86.035232,52.4,117.066611,70.25,83.690004,58.825,117.588404,77.4,109.79,4.65,105.99,18.275,,,0.0,17.65,3395.22,3222.13,0.0,17.65,2025-06-10 00:00:00,2025-06-10 00:15:00
105.6,95.246032,121.575,73.145746,52.95,94.420062,84.1,72.202753,27.15,81.46,2.55,68.55,9.1,85.0,0.675,0.0,17.8,3418.36,3260.66,0.0,17.8,2025-06-09 23:45:00,2025-06-10 00:00:00
105.6,95.246032,121.575,82.139071,26.575,94.420062,84.1,79.537119,23.0,94.23,1.875,85.31,5.075,91.63,0.4,0.0,18.0,3424.34,3303.2,0.0,18.0,2025-06-09 23:30:00,2025-06-09 23:45:00
105.6,95.246032,121.575,108.389326,36.275,94.420062,84.1,100.135007,15.875,109.99,2.0,112.34,2.8,111.06,1.375,0.0,18.2,3481.83,3348.02,0.0,18.2,2025-06-09 23:15:00,2025-06-09 23:30:00
105.6,95.246032,121.575,124.698649,64.7,94.420062,84.1,123.221956,49.95,120.01,3.3,123.31,4.725,116.31,4.325,0.0,18.4,3529.66,3395.13,0.0,18.4,2025-06-09 23:00:00,2025-06-09 23:15:00
124.76,122.395588,125.45,90.393946,32.85,120.178256,73.0,94.418915,23.75,90.2,12.25,100.11,6.1,94.35,3.825,0.0,18.65,3591.78,3447.09,0.0,18.65,2025-06-09 22:45:00,2025-06-09 23:00:00
124.76,122.395588,125.45,108.400994,33.125,120.178256,73.0,111.784589,34.75,106.9,12.25,103.22,2.575,112.73,5.25,0.0,18.9,3677.4,3514.12,0.0,18.9,2025-06-09 22:30:00,2025-06-09 22:45:00
124.76,122.395588,125.45,134.092267,31.95,120.178256,73.0,131.278173,19.025,118.76,13.275,126.33,5.375,140.19,1.25,0.0,19.1,3737.99,3598.78,0.0,19.1,2025-06-09 22:15:00,2025-06-09 22:30:00
124.76,122.395588,125.45,160.047987,53.925,120.178256,73.0,152.076098,30.825,131.42,14.45,135.98,7.95,151.11,4.275,0.0,19.35,3831.54,3701.06,0.0,19.35,2025-06-09 22:00:00,2025-06-09 22:15:00
160.23,152.928157,150.2,126.041207,25.9,148.100848,112.3,130.739021,24.525,110.15,2.6,122.93,3.3,125.65,6.85,0.0,19.5,3965.6,3824.43,0.0,19.5,2025-06-09 21:45:00,2025-06-09 22:00:00
160.23,152.928157,150.2,145.392424,21.075,148.100848,112.3,149.824281,23.825,123.96,2.2,148.32,3.375,163.54,8.2,0.0,19.65,4020.65,3918.73,0.0,19.65,2025-06-09 21:30:00,2025-06-09 21:45:00
160.23,152.928157,150.2,165.780064,19.05,148.100848,112.3,160.45466,16.95,163.87,1.6,169.17,5.0,179.33,6.4,0.0,19.8,4043.75,3988.46,0.0,19.8,2025-06-09 21:15:00,2025-06-09 21:30:00
160.23,152.928157,150.2,196.432787,39.0,148.100848,112.3,177.748182,28.75,213.87,1.1,174.73,11.575,198.73,5.0,0.0,20.0,4128.68,4033.63,0.0,20.0,2025-06-09 21:00:00,2025-06-09 21:15:00
214.39,200.460371,208.85,188.380011,39.25,198.367832,149.125,179.319675,27.775,211.05,1.425,215.01,5.425,219.52,1.325,0.0,20.25,4175.27,4062.06,0.0,20.25,2025-06-09 20:45:00,2025-06-09 21:00:00
214.39,200.460371,208.85,200.579856,36.275,198.367832,149.125,193.146341,24.875,205.09,2.25,220.23,5.0,208.49,3.0,8.796224,20.5,4220.0,4105.03,8.796224,20.5,2025-06-09 20:30:00,2025-06-09 20:45:00
214.39,200.460371,208.85,196.139082,28.6,198.367832,149.125,197.672074,26.75,165.28,2.725,204.9,11.775,203.44,1.25,23.940992,20.75,4297.08,4170.35,23.940992,20.75,2025-06-09 20:15:00,2025-06-09 20:30:00
214.39,200.460371,208.85,186.594471,37.35,198.367832,149.125,181.108409,28.3,152.56,2.775,198.15,17.375,199.88,1.25,40.822044,21.0,4397.64,4258.05,40.822044,21.0,2025-06-09 20:00:00,2025-06-09 20:15:00
156.1,147.738635,214.95,190.935804,88.825,148.779123,145.425,172.302457,35.3,236.0,2.45,175.17,14.375,186.49,0.45,58.033417,21.2,4487.18,4358.08,58.033417,21.2,2025-06-09 19:45:00,2025-06-09 20:00:00
156.1,147.738635,214.95,156.284714,86.825,148.779123,145.425,137.374157,48.65,187.04,1.05,153.36,9.65,167.82,8.55,73.215706,21.35,4554.6,4430.36,73.215706,21.35,2025-06-09 19:30:00,2025-06-09 19:45:00
156.1,147.738635,214.95,111.68634,34.0,148.779123,145.425,106.08656,28.275,104.24,1.95,126.62,2.775,132.73,1.25,86.78242,21.45,4622.45,4464.87,86.78242,21.45,2025-06-09 19:15:00,2025-06-09 19:30:00
156.1,147.738635,214.95,102.796093,116.825,148.779123,145.425,96.907162,41.15,87.01,1.975,121.62,12.225,129.92,1.25,120.206505,21.6,4646.07,4461.6,120.206505,21.6,2025-06-09 19:00:00,2025-06-09 19:15:00
114.4,110.84546,161.25,185.115852,226.0,102.159298,83.75,174.082191,82.7,209.0,2.825,128.2,33.325,172.26,11.525,162.01324,21.7,4630.45,4427.07,162.01324,21.7,2025-06-09 18:45:00,2025-06-09 19:00:00
114.4,110.84546,161.25,144.733425,156.325,102.159298,83.75,131.855884,67.25,146.76,1.575,125.0,7.475,135.0,13.825,207.08475,21.85,4624.62,4387.3,207.08475,21.85,2025-06-09 18:30:00,2025-06-09 18:45:00
114.4,110.84546,161.25,78.092929,107.375,102.159298,83.75,71.919649,88.55,44.24,2.125,98.92,8.825,102.53,2.45,254.44127,21.9,4620.5,4348.8,254.44127,21.9,2025-06-09 18:15:00,2025-06-09 18:30:00
114.4,110.84546,161.25,55.239113,181.3,102.159298,83.75,61.978555,73.725,46.0,3.225,94.74,22.225,70.64,2.175,303.66116,22.0,4548.46,4311.57,303.66116,22.0,2025-06-09 18:00:00,2025-06-09 18:15:00
78.38,71.675366,148.5,204.437362,264.675,69.571996,106.325,223.097864,166.6,168.04,2.8,182.53,3.775,207.5,1.25,353.5463,22.05,4514.87,4273.86,353.5463,22.05,2025-06-09 17:45:00,2025-06-09 18:00:00
78.38,71.675366,148.5,113.655966,196.45,69.571996,106.325,93.413845,95.625,113.76,3.0,122.48,3.775,131.6,1.25,404.48367,22.1,4440.29,4228.61,404.48367,22.1,2025-06-09 17:30:00,2025-06-09 17:45:00
78.38,71.675366,148.5,19.563834,105.025,69.571996,106.325,22.831499,84.525,26.99,3.275,18.0,3.725,17.96,0.725,455.9978,22.1,4366.42,4174.07,455.9978,22.1,2025-06-09 17:15:00,2025-06-09 17:30:00
78.38,71.675366,148.5,-33.45873,169.5,69.571996,106.325,-37.051929,140.3,-3.1,2.675,-8.0,2.375,-9.17,0.45,507.1007,22.1,4271.72,4110.24,507.1007,22.1,2025-06-09 17:00:00,2025-06-09 17:15:00
6.63,-7.799921,125.725,49.19057,194.05,-46.119077,34.675,7.757431,95.275,78.99,2.375,67.83,5.35,90.99,12.5,558.2032,22.1,4194.44,4040.79,558.2032,22.1,2025-06-09 16:45:00,2025-06-09 17:00:00
6.63,-7.799921,125.725,14.522084,247.575,-46.119077,34.675,-9.328916,204.875,21.86,1.5,19.1,5.2,37.99,5.0,608.8841,22.05,4085.35,3980.38,608.8841,22.05,2025-06-09 16:30:00,2025-06-09 16:45:00
6.63,-7.799921,125.725,-24.427296,152.825,-46.119077,34.675,-37.884884,113.725,-13.5,2.0,-6.7,5.975,1.5,2.5,658.65576,22.05,4007.43,3932.69,658.65576,22.05,2025-06-09 16:15:00,2025-06-09 16:30:00
6.63,-7.799921,125.725,-43.510778,145.725,-46.119077,34.675,-96.924532,39.6,-35.23,2.25,-21.62,11.15,-10.48,2.5,707.0877,22.0,3901.73,3897.7,707.0877,22.0,2025-06-09 16:00:00,2025-06-09 16:15:00
3.93,-4.619671,202.175,10.969253,147.3,-11.020582,133.075,2.520523,126.125,33.74,1.8,34.24,2.225,62.97,33.6,753.1909,21.9,3797.48,3873.77,753.1909,21.9,2025-06-09 15:45:00,2025-06-09 16:00:00
3.93,-4.619671,202.175,-4.458252,247.3,-11.020582,133.075,-14.557554,260.25,22.52,2.375,19.02,1.9,-1.05,3.35,798.11334,21.85,3695.07,3854.23,798.11334,21.85,2025-06-09 15:30:00,2025-06-09 15:45:00
3.93,-4.619671,202.175,-21.174235,190.175,-11.020582,133.075,-30.553725,162.675,-15.29,1.75,-8.02,3.625,-0.98,3.5,840.75385,21.75,3591.44,3837.44,840.75385,21.75,2025-06-09 15:15:00,2025-06-09 15:30:00
3.93,-4.619671,202.175,-30.287692,154.075,-11.020582,133.075,-38.718645,111.075,-24.96,1.55,-19.26,3.825,-7.24,3.975,880.00995,21.65,3510.42,3823.39,880.00995,21.65,2025-06-09 15:00:00,2025-06-09 15:15:00
-6.29,-24.421585,247.125,-7.953099,122.275,-58.670202,87.85,-19.124607,128.1,4.03,3.375,-4.95,1.65,-2.42,3.95,916.19165,21.6,3398.53,3811.7,916.19165,21.6,2025-06-09 14:45:00,2025-06-09 15:00:00
-6.29,-24.421585,247.125,-32.802319,152.55,-58.670202,87.85,-43.357969,143.225,-0.72,2.35,-4.47,1.75,0.0,4.275,949.3066,21.55,3319.19,3800.83,949.3066,21.55,2025-06-09 14:30:00,2025-06-09 14:45:00
-6.29,-24.421585,247.125,-45.880423,122.425,-58.670202,87.85,-61.10687,99.45,-1.39,2.5,-13.12,1.45,-2.39,4.375,979.24884,21.5,3209.4,3790.4,979.24884,21.5,2025-06-09 14:15:00,2025-06-09 14:30:00
-6.29,-24.421585,247.125,-70.116009,71.575,-58.670202,87.85,-173.797193,28.325,-10.01,3.05,-13.98,2.075,-6.58,4.4,1006.2299,21.4,3100.88,3780.41,1006.2299,21.4,2025-06-09 14:00:00,2025-06-09 14:15:00
2.95,-66.37814,160.075,-77.404839,67.875,-135.023643,70.475,-138.724147,45.025,27.61,7.5,-27.37,54.75,-124.63,8.25,1027.3617,21.25,2962.52,3771.18,1027.3617,21.25,2025-06-09 13:45:00,2025-06-09 14:00:00
2.95,-66.37814,160.075,-103.898122,91.725,-135.023643,70.475,-148.428517,68.95,42.07,8.25,-24.95,53.225,-120.0,9.925,1044.6058,21.05,2926.01,3763.99,1044.6058,21.05,2025-06-09 13:30:00,2025-06-09 13:45:00
2.95,-66.37814,160.075,-108.460677,88.725,-135.023643,70.475,-150.096482,67.6,0.0,3.525,-20.2,43.75,-86.86,7.975,1055.1202,20.85,2829.98,3759.15,1055.1202,20.85,2025-06-09 13:15:00,2025-06-09 13:30:00
2.95,-66.37814,160.075,-62.003844,69.425,-135.023643,70.475,-149.690135,33.25,-6.88,8.3,-13.91,47.5,-22.5,7.5,1060.8596,20.65,2772.91,3756.66,1060.8596,20.65,2025-06-09 13:00:00,2025-06-09 13:15:00
7.35,-39.433171,263.625,-131.086691,70.325,-68.09314,104.825,-205.84799,51.375,34.56,9.175,-25.48,49.425,-91.4,3.875,1060.7903,20.4,2717.77,3756.63,1060.7903,20.4,2025-06-09 12:45:00,2025-06-09 13:00:00
7.35,-39.433171,263.625,-77.438551,41.8,-68.09314,104.825,-227.828142,12.25,35.74,8.0,-12.51,45.3,-190.0,7.125,1054.7872,20.2,2666.02,3759.43,1054.7872,20.2,2025-06-09 12:30:00,2025-06-09 12:45:00
7.35,-39.433171,263.625,-59.539411,55.675,-68.09314,104.825,-124.369716,27.325,0.06,8.55,-9.9,35.275,-91.21,7.375,1044.12,19.95,2676.71,3765.17,1044.12,19.95,2025-06-09 12:15:00,2025-06-09 12:30:00
7.35,-39.433171,263.625,-32.919247,72.725,-68.09314,104.825,-80.73585,33.675,-0.09,7.925,-2.22,39.075,-48.24,6.375,1027.6709,19.75,2646.95,3773.83,1027.6709,19.75,2025-06-09 12:00:00,2025-06-09 12:15:00
9.98,-26.368057,347.85,-99.255168,116.6,-40.56313,255.525,-137.612991,72.3,42.76,8.5,-11.06,32.525,,,1006.81824,19.6,2687.25,3788.37,1006.81824,19.6,2025-06-09 11:45:00,2025-06-09 12:00:00
9.98,-26.368057,347.85,-59.011246,108.35,-40.56313,255.525,-81.964951,72.2,25.01,5.325,-2.03,36.075,,,982.711,19.45,2689.36,3820.52,982.711,19.45,2025-06-09 11:30:00,2025-06-09 11:45:00
9.98,-26.368057,347.85,-23.018531,65.0,-40.56313,255.525,-28.4095,59.525,4.99,9.15,0.32,26.475,,,959.71045,19.35,2719.74,3873.24,959.71045,19.35,2025-06-09 11:15:00,2025-06-09 11:30:00
9.98,-26.368057,347.85,-5.008724,70.25,-40.56313,255.525,-4.988926,59.15,5.48,8.75,1.93,30.95,,,931.75684,19.15,2747.21,3946.51,931.75684,19.15,2025-06-09 11:00:00,2025-06-09 11:15:00
6.82,-10.36292,347.325,-71.628867,151.225,-9.801925,183.625,-78.482649,99.725,13.61,6.75,-10.97,3.5,,,890.7285,18.9,2829.51,4033.66,890.7285,18.9,2025-06-09 10:45:00,2025-06-09 11:00:00
6.82,-10.36292,347.325,-14.802297,134.725,-9.801925,183.625,-1.459001,103.625,1.76,3.175,-0.59,4.775,,,830.67804,18.6,2859.93,4107.94,830.67804,18.6,2025-06-09 10:30:00,2025-06-09 10:45:00
6.82,-10.36292,347.325,-3.767464,132.7,-9.801925,183.625,-4.444517,119.1,7.3,9.25,4.99,1.25,,,752.8708,18.25,2946.29,4162.66,752.8708,18.25,2025-06-09 10:15:00,2025-06-09 10:30:00
6.82,-10.36292,347.325,16.08287,157.85,-9.801925,183.625,31.568381,98.725,16.99,8.75,10.94,2.1,,,668.52893,17.95,2995.17,4197.83,668.52893,17.95,2025-06-09 10:00:00,2025-06-09 10:15:00
12.09,-2.861647,234.575,-52.2417,152.175,-0.150132,196.75,-46.924273,110.225,-3.15,5.0,-20.2,2.475,,,585.18616,17.6,2997.19,4215.21,585.18616,17.6,2025-06-09 09:45:00,2025-06-09 10:00:00
12.09,-2.861647,234.575,-25.857313,94.975,-0.150132,196.75,-24.460445,91.425,0.1,5.55,-4.72,2.3,,,507.13477,17.25,3042.12,4221.89,507.13477,17.25,2025-06-09 09:30:00,2025-06-09 09:45:00
12.09,-2.861647,234.575,4.813614,167.175,-0.150132,196.75,-7.391038,111.9,10.9,8.75,6.08,3.0,,,425.67203,16.95,3044.47,4219.63,425.67203,16.95,2025-06-09 09:15:00,2025-06-09 09:30:00
12.09,-2.861647,234.575,54.820738,185.075,-0.150132,196.75,69.351772,87.725,32.68,9.075,20.84,14.425,,,347.32553,16.75,3091.94,4208.45,347.32553,16.75,2025-06-09 09:00:00,2025-06-09 09:15:00
51.63,27.059272,251.1,-15.693972,157.625,17.499827,197.45,-14.445919,149.55,-5.01,9.05,-17.67,10.825,,,278.03317,16.65,3135.25,4188.87,278.03317,16.65,2025-06-09 08:45:00,2025-06-09 09:00:00
51.63,27.059272,251.1,6.772561,113.85,17.499827,197.45,9.165228,123.975,31.24,9.45,9.92,14.925,,,228.38095,16.65,3265.05,4163.0,228.38095,16.65,2025-06-09 08:30:00,2025-06-09 08:45:00
51.63,27.059272,251.1,72.729612,144.925,17.499827,197.45,68.536845,113.075,44.37,9.05,49.11,12.05,,,195.59239,16.7,3297.01,4131.39,195.59239,16.7,2025-06-09 08:15:00,2025-06-09 08:30:00
51.63,27.059272,251.1,124.361681,145.25,17.499827,197.45,124.084704,90.6,64.0,10.15,74.11,10.05,,,173.00093,16.7,3362.74,4094.04,173.00093,16.7,2025-06-09 08:00:00,2025-06-09 08:15:00
81.35,33.44924,207.8,21.419145,155.1,17.242701,173.25,35.435878,105.85,16.45,9.95,13.54,28.375,,,152.06265,16.6,3357.71,4050.42,152.06265,16.6,2025-06-09 07:45:00,2025-06-09 08:00:00
81.35,33.44924,207.8,35.561242,98.725,17.242701,173.25,42.807202,82.225,27.99,9.425,38.01,28.5,,,128.75574,16.5,3374.61,3998.5,128.75574,16.5,2025-06-09 07:30:00,2025-06-09 07:45:00
81.35,33.44924,207.8,78.20804,92.975,17.242701,173.25,68.381481,73.075,72.0,9.1,70.0,30.15,,,103.79574,16.35,3411.42,3937.75,103.79574,16.35,2025-06-09 07:15:00,2025-06-09 07:30:00
81.35,33.44924,207.8,106.23748,110.45,17.242701,173.25,113.397201,52.35,94.15,8.85,85.73,34.125,,,79.14964,16.3,3414.78,3868.18,79.14964,16.3,2025-06-09 07:00:00,2025-06-09 07:15:00
89.0,41.582833,107.225,39.18991,74.075,17.404986,82.125,40.350756,52.225,54.48,7.95,84.09,3.8,,,59.349197,16.3,3395.07,3792.8,59.349197,16.3,2025-06-09 06:45:00,2025-06-09 07:00:00
89.0,41.582833,107.225,42.95782,67.1,17.404986,82.125,29.907742,47.175,57.28,7.775,84.56,2.025,,,47.08584,16.3,3411.3,3723.6,47.08584,16.3,2025-06-09 06:30:00,2025-06-09 06:45:00
89.0,41.582833,107.225,51.659077,67.325,17.404986,82.125,26.669886,32.9,69.9,7.575,67.71,4.55,,,40.395794,16.35,3471.18,3663.59,40.395794,16.35,2025-06-09 06:15:00,2025-06-09 06:30:00
89.0,41.582833,107.225,58.287012,95.75,17.404986,82.125,23.711164,39.275,85.53,7.5,55.91,7.675,,,35.113647,16.45,3452.52,3612.78,35.113647,16.45,2025-06-09 06:00:00,2025-06-09 06:15:00
71.2,51.121819,48.175,28.829029,47.675,38.403605,36.75,20.523162,28.3,48.82,10.225,41.79,1.0,,,28.185326,16.55,3443.3,3568.81,28.185326,16.55,2025-06-09 05:45:00,2025-06-09 06:00:00
71.2,51.121819,48.175,26.494017,38.6,38.403605,36.75,18.336414,27.05,50.01,8.575,43.62,0.3,,,18.848362,16.7,3438.18,3522.34,18.848362,16.7,2025-06-09 05:30:00,2025-06-09 05:45:00
71.2,51.121819,48.175,57.202139,24.025,38.403605,36.75,56.337966,15.125,65.84,8.0,63.48,0.525,,,9.190892,16.9,3408.19,3471.01,9.190892,16.9,2025-06-09 05:15:00,2025-06-09 05:30:00
71.2,51.121819,48.175,74.069109,38.075,38.403605,36.75,63.142768,10.475,63.16,8.75,86.12,1.5,,,0.0,17.0,3388.62,3414.83,0.0,17.0,2025-06-09 05:00:00,2025-06-09 05:15:00
64.12,62.714793,45.95,68.03479,16.85,61.354157,35.0,78.888399,14.525,38.96,10.6,51.44,1.25,,,0.0,17.05,3357.8,3354.34,0.0,17.05,2025-06-09 04:45:00,2025-06-09 05:00:00
64.12,62.714793,45.95,58.808515,13.55,61.354157,35.0,59.905833,12.6,34.07,9.75,52.94,1.25,,,0.0,17.05,3399.08,3291.69,0.0,17.05,2025-06-09 04:30:00,2025-06-09 04:45:00
64.12,62.714793,45.95,101.450864,16.775,61.354157,35.0,121.947096,13.175,39.0,9.55,53.4,1.5,,,0.0,17.1,3358.43,3227.43,0.0,17.1,2025-06-09 04:15:00,2025-06-09 04:30:00
64.12,62.714793,45.95,58.579747,20.525,61.354157,35.0,59.749278,13.175,70.6,6.575,47.67,1.25,,,0.0,17.15,3340.79,3161.55,0.0,17.15,2025-06-09 04:00:00,2025-06-09 04:15:00
61.93,61.767422,57.55,63.778374,15.125,58.740043,56.95,62.98583,15.05,35.65,9.6,40.58,1.425,,,0.0,17.25,3275.24,3099.09,0.0,17.25,2025-06-09 03:45:00,2025-06-09 04:00:00
61.93,61.767422,57.55,88.736176,18.775,58.740043,56.95,89.871332,18.2,39.45,9.25,46.18,1.25,,,0.0,17.4,3316.87,3060.22,0.0,17.4,2025-06-09 03:30:00,2025-06-09 03:45:00
61.93,61.767422,57.55,70.310267,18.75,58.740043,56.95,77.986207,17.075,39.88,9.5,53.92,1.475,,,0.0,17.55,3313.72,3049.98,0.0,17.55,2025-06-09 03:15:00,2025-06-09 03:30:00
61.93,61.767422,57.55,62.376773,19.8,58.740043,56.95,69.198649,11.475,83.99,7.0,49.19,1.25,,,0.0,17.65,3341.48,3068.36,0.0,17.65,2025-06-09 03:00:00,2025-06-09 03:15:00
63.5,74.176021,86.075,69.097964,15.85,77.267147,102.875,76.748489,18.375,26.83,9.1,31.02,1.575,,,0.0,17.7,3302.31,3108.68,0.0,17.7,2025-06-09 02:45:00,2025-06-09 03:00:00
63.5,74.176021,86.075,87.406502,12.275,77.267147,102.875,90.670344,16.7,27.24,8.275,42.17,1.625,,,0.0,17.75,3343.59,3144.14,0.0,17.75,2025-06-09 02:30:00,2025-06-09 02:45:00
63.5,74.176021,86.075,97.543118,9.575,77.267147,102.875,100.019751,13.075,55.99,5.875,63.35,1.35,,,0.0,17.75,3335.3,3168.04,0.0,17.75,2025-06-09 02:15:00,2025-06-09 02:30:00
63.5,74.176021,86.075,105.198834,13.75,77.267147,102.875,125.550853,9.375,88.0,4.25,76.6,1.25,,,0.0,17.85,3356.44,3180.4,0.0,17.85,2025-06-09 02:00:00,2025-06-09 02:15:00
72.94,86.371372,59.025,69.693908,33.7,89.246159,62.95,70.492338,41.475,61.0,8.425,50.4,1.5,,,0.0,18.0,3343.34,3183.52,0.0,18.0,2025-06-09 01:45:00,2025-06-09 02:00:00
72.94,86.371372,59.025,96.592895,34.75,89.246159,62.95,98.601602,37.275,65.0,9.75,60.4,1.5,,,0.0,18.2,3335.57,3186.73,0.0,18.2,2025-06-09 01:30:00,2025-06-09 01:45:00
72.94,86.371372,59.025,93.288991,32.525,89.246159,62.95,93.352594,39.125,84.25,9.25,86.38,1.8,,,0.0,18.4,3372.74,3192.35,0.0,18.4,2025-06-09 01:15:00,2025-06-09 01:30:00
72.94,86.371372,59.025,119.079263,42.725,89.246159,62.95,119.444624,44.925,88.33,8.75,94.0,1.25,,,0.0,18.55,3379.83,3200.38,0.0,18.55,2025-06-09 01:00:00,2025-06-09 01:15:00
81.7,67.189456,32.875,12.698281,38.5,64.857486,27.95,12.588977,39.625,59.0,4.275,63.17,4.25,,,0.0,18.65,3399.64,3211.39,0.0,18.65,2025-06-09 00:45:00,2025-06-09 01:00:00
81.7,67.189456,32.875,60.671842,13.05,64.857486,27.95,61.108969,14.55,63.99,4.9,79.29,4.25,,,0.0,18.8,3408.19,3227.61,0.0,18.8,2025-06-09 00:30:00,2025-06-09 00:45:00
81.7,67.189456,32.875,119.152288,30.025,64.857486,27.95,120.716979,34.6,61.0,8.5,111.81,3.7,,,0.0,18.9,3387.85,3249.61,0.0,18.9,2025-06-09 00:15:00,2025-06-09 00:30:00
81.7,67.189456,32.875,135.873587,52.2,64.857486,27.95,137.305608,56.3,77.32,9.3,115.41,2.5,,,0.0,18.95,3435.18,3277.38,0.0,18.95,2025-06-09 00:00:00,2025-06-09 00:15:00
87.26,79.46971,70.55,31.965381,39.25,59.709694,26.2,31.986581,13.675,77.6,8.575,66.81,4.675,36.67,0.0,0.0,19.0,3431.84,3310.91,0.0,19.0,2025-06-08 23:45:00,2025-06-09 00:00:00
87.26,79.46971,70.55,36.535188,34.175,59.709694,26.2,32.653343,25.725,87.03,6.125,76.87,1.375,55.5,0.0,0.0,19.0,3485.05,3350.09,0.0,19.0,2025-06-08 23:30:00,2025-06-08 23:45:00
87.26,79.46971,70.55,108.704775,34.075,59.709694,26.2,65.13704,20.525,96.1,6.25,91.27,2.0,87.38,0.425,0.0,19.0,3506.92,3394.89,0.0,19.0,2025-06-08 23:15:00,2025-06-08 23:30:00
87.26,79.46971,70.55,132.940975,49.725,59.709694,26.2,97.746316,33.525,109.99,4.675,131.38,2.875,117.14,1.25,0.0,19.0,3570.84,3445.33,0.0,19.0,2025-06-08 23:00:00,2025-06-08 23:15:00
105.07,119.053191,107.175,67.505134,66.075,106.677149,65.35,54.493677,29.3,100.62,12.25,56.35,7.275,69.42,2.0,0.0,18.95,3635.53,3502.46,0.0,18.95,2025-06-08 22:45:00,2025-06-08 23:00:00
105.07,119.053191,107.175,90.162722,38.975,106.677149,65.35,93.070226,22.075,114.46,6.325,101.98,2.475,98.14,2.0,0.0,18.9,3735.51,3570.53,0.0,18.9,2025-06-08 22:30:00,2025-06-08 22:45:00
105.07,119.053191,107.175,126.956569,33.725,106.677149,65.35,97.107517,21.95,117.59,4.625,128.45,3.75,166.91,2.75,0.0,18.85,3789.89,3650.61,0.0,18.85,2025-06-08 22:15:00,2025-06-08 22:30:00
105.07,119.053191,107.175,155.381861,64.85,106.677149,65.35,131.5475,27.1,126.56,4.05,164.68,2.875,164.11,2.75,0.0,18.8,3865.36,3742.69,0.0,18.8,2025-06-08 22:00:00,2025-06-08 22:15:00
